DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CURRNAME|ENAME|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56
 dharwad  | Hubli-Dharwad urban | HDMC          |36620| Baraimam galli -1(Balajimath ) | kannada |1672830| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36620| Baraimam galli -1(Balajimath ) | kannada |1672841| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36620| Baraimam galli -1(Balajimath ) | kannada |1672831| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|0|1|1|1|0|0|1|1|1|0|1|0|0|1|0|1|0|1|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36620| Baraimam galli -1(Balajimath ) | kannada |1672828| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36620| Baraimam galli -1(Balajimath ) | kannada |1672834| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672886| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|0|0|1|0|1|1|0|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672893| male   | urdu          | Pretest         | Anganwadi      |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672888| male   | urdu          | Pretest         | Anganwadi      |1|0|0|0|0|1|1|1|1|0|1|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672885| female | kannada       | Pretest         | Anganwadi      |1|0|0|0|0|1|1|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0|0|0|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|1|1|1|0|0|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672892| female | urdu          | Pretest         | Anganwadi      |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672891| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|0|1|1|1|0|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|1|1|1|1|0|1|1|0|1|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672898| male   | urdu          | Pretest         | Anganwadi      |1|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672889| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672895| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|0|1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|1|1|1|0|0|0|0|0|1|1|1|1|0|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672897| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|0|0|0|1|0|1|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672890| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|0|1|1|0|0|0|1|1|0|1|1|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672899| male   | urdu          | Pretest         | Anganwadi      |1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672887| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|0|1|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672894| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|0|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36635| Baraimam galli -2              | kannada |1672896| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1645542| male   | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|0|1|1|1|0|1|1|1|1|0|0|0|0|0|1|0|0|0|1|1|1|1|0|0|0|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1645546| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|0|0|1|1|1|0|1|1|0|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672736| male   | urdu          | Pretest         | Anganwadi      |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672727| male   | kannada       | Pretest         | Anganwadi      |1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|0|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672742| female | urdu          | Pretest         | Anganwadi      |1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672732| male   | urdu          | Pretest         | Anganwadi      |1|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672741| female | kannada       | Pretest         | Anganwadi      |1|0|0|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672739| female | urdu          | Pretest         | Anganwadi      |1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672728| male   | kannada       | Pretest         | Anganwadi      |0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1645538| male   | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|1|1|1|1|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672735| male   | kannada       | Pretest         | Anganwadi      |0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672738| female | urdu          | Pretest         | Anganwadi      |0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672729| male   | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672734| male   | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672731| male   | kannada       | Pretest         | Anganwadi      |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1645548| female | urdu          | Pretest         | Anganwadi      |1|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672730| male   | kannada       | Pretest         | Anganwadi      |1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1645545| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|0|0|0|1|1|1|1|0|1|1|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672733| male   | urdu          | Pretest         | Anganwadi      |0|0|0|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1672737| male   | urdu          | Pretest         | Anganwadi      |1|0|0|1|1|1|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36638| Bhusgalli                      | kannada |1645549| female | urdu          | Pretest         | Anganwadi      |1|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1645665| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1645677| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|0|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672842| female | urdu          | Pretest         | Anganwadi      |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672852| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672846| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672844| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1645678| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|0|1|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672843| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|0|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1645664| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1645667| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672853| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672847| female | urdu          | Pretest         | Anganwadi      |1|1|1|1|1|0|0|1|1|0|1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|0|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672856| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672848| female | urdu          | Pretest         | Anganwadi      |0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672850| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672845| female | urdu          | Pretest         | Anganwadi      |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672854| female | kannada       | Pretest         | Anganwadi      |1|0|1|1|0|0|0|1|1|0|1|1|1|1|0|0|0|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1672849| female | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0
 dharwad  | Hubli-Dharwad urban | HDMC          |36644| Bisti galli                    | kannada |1645684| male   | urdu          | Pretest         | Anganwadi      |1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|0|1|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|0
